ID_judet,Judet,SIRUTA,Localitate,Wikidata,Website,E-mail general 1 1,E-mail general 2,E-mail registratura,Telefon 1,Telefon 2,Telefon 3,Telefon 4,Adresa
1,ALBA,2130,Albac,Q1027784,,mailto:primaria_albac@yahoo.com,,,+40-258777501,,,,"Com Albac, Str. Closca, nr. 9 517005 Comuna Albac, Alba"
1,ALBA,2309,Almașu Mare,Q16423977,https://www.almasumare.ro/,mailto:primaria_almasu_mare@yahoo.com,,,+40-258850105,,,,"Almasu Mare, str.Principala, nr.204, 517030, judetul Alba"
1,ALBA,2381,Arieșeni,Q1820095,http://www.primariaarieseni.ro/,mailto:arieseni@ab.e-adm.ro,,,+40-258402989,,,,"sat Arieseni ,str.Principala nr. 19 , comuna Arieseni , judetul Alba , 517040"
1,ALBA,2577,Avram Iancu,Q16425205,http://www.primariaavramiancu.ro/,mailto:uatcavramiancu@primariaavramiancu.ro,,,+40-258786057,,,,Sat.Avram Iancu nr.169 Comuna Avram Iancu Localitatea Avram Iancu Judetul Alba
1,ALBA,2988,Berghin,Q16425208,,mailto:primariaberghin@yahoo.com,,,+40-258854101,,,,"Berghin, Strada Principală, nr. 361, 517110, Alba"
1,ALBA,3039,Bistra,Q16425212,https://bistra.ro/,mailto:primar@bistra.ro,,,+40-258773105,,,,"Com. Bistra, Sat Bistra, Strada Calea Turzii nr. 100 Judet Alba"
1,ALBA,3397,Blandiana,Q16425215,https://comuna-blandiana.ro/,mailto:primariablandiana@yahoo.com,,,+40-258760811,,,,"Sat Blandiana, nr. 15, Comuna Blandiana, jud. Alba"
1,ALBA,9026,Bucerdea Grânoasă,Q13583662,https://bucerdea-granoasa.ro/site/,mailto:primar@bucerdea-granoasa.ro,,,+40-258883301,,,,"Str. Ioan Maiorescu, nr. 82 , sat Bucerdea"
1,ALBA,3459,Bucium,Q16425220,https://primariabucium.ro/,mailto:primaria@primariabucium.ro,,,+40-258784112,,,,
1,ALBA,4106,Câlnic,Q510532,https://www.primaria-calnic.ro/,mailto:primaria_calnic@yahoo.com,,,+40-258747050,,,,"Str. Principală nr. 20, 517205 Câlnic, jud. Alba"
1,ALBA,3761,Cenade,Q16425223,http://www.primariacenade.ro/,mailto:cenade@ab.e-adm.ro,,,+40-258789003,,,,"Com. Cenade, Sat Cenade nr. 372 Judet Alba"
1,ALBA,3805,Cergău,Q957862,https://www.primariacergau.ro/,mailto:primariacergau@yahoo.com,,,+40-258719302,,,,"Cergău Mare,Str. Principală nr. 125, jud. Alba"
1,ALBA,3841,Ceru-Băcăinți,Q16425227,http://cerubacainti.ro/,mailto:primariacerubacainti@yahoo.com,,,+40-258700840,,,,"CERU-BACAINTI, Strada Principală, nr. 5,Județ: Alba"
1,ALBA,3958,Cetatea de Baltă,Q16425231,https://cetateadebalta.ro/,mailto:primariacdb@yahoo.com,,,+40-258886364,,,,"COMUNA CETATEA DE BALTĂ, str. Cetatii, nr. 32, jud. Alba"
1,ALBA,1071,Ciugud,Q16425234,https://www.primariaciugud.ro,mailto:office@primariaciugud.ro,,,+40-258841205,,,,"Sat Ciugud, Strada Simion Bran Nr. 10, Cod poștal 517240"
1,ALBA,4008,Ciuruleasa,Q16425238,https://primariaciuruleasa.ro/,mailto:primariaciuruleasa@gmail.com,,,+40-258780605,,,,"Str. Centru, 1, Com. Ciuruleasa, Alba, Ciuruleasa"
1,ALBA,4188,Crăciunelu de Jos,Q16425241,https://www.craciuneludejos.ro/,mailto:prim_craciuneludejos@yahoo.com,,,+40-258883501,,,,"Comuna Craciunelu de Jos, str.6 Martie,nr.131, judetul Alba"
1,ALBA,4142,Cricău,Q15997439,http://www.comunacricau.ro/,mailto:cricauprimaria@yahoo.com,,,+40-258845019,,,,"Loc. Cricau ,Str. Axente Sever Nr.58 ,Jud. Alba"
1,ALBA,9019,Cut,Q16425245,,mailto:primariacut@yahoo.com,,,+40-258745111,,,,"Cut, str. Principala, nr.29, cod 517206"
1,ALBA,4240,Daia Română,Q16425250,https://primariadaiaromana.ro/,mailto:daiaprimaria@yahoo.com,,,+40-258763101,,,,"Str. Principala, nr. 326, Daia Română, 517270, judetul Alba"
1,ALBA,4268,Doștat,Q16425254,https://comuna-dostat.ro/,mailto:primariadostat@yahoo.com,,,+40-258764690,,,,"Str. Principala, nr. 250, Comuna Dostat, 517275,Jud. Alba"
1,ALBA,4302,Fărău,Q16425258,https://www.primariafarau.ro/,mailto:primariacomuneifarau@yahoo.com,,,+40-258867101,,,,"Str. Principală, Nr 70 Fărău, 517280"
1,ALBA,4366,Galda de Jos,Q16425261,https://galda.ro/,mailto:clgalda@yahoo.com,,,+40-258846032,,,,"Comuna Galda de Jos, sat Galda de Jos, nr. 90, 517285, Alba"
1,ALBA,4482,Gârbova,Q16425265,https://primaria-garbova.ro/,mailto:office@primaria-garbova.ro,,,+40-258748118,,,,"Strada Văii 452, Gârbova 517305"
1,ALBA,4525,Gârda de Sus,Q16425268,https://comunagardadesus.ro/,mailto:gardadesus@ab.e-adm.ro,,,+40-258778141,,,,"Com. Gârda de Sus, Sat Gârda de Sus nr. 46a, Judet Alba"
1,ALBA,4703,Hopârta,Q16425272,https://www.primariahopirta.ro/,mailto:primaria_hoparta@yahoo.com,,,+40-258875770,,,,Str. Principală nr. 159 Hopârta Alba România
1,ALBA,4767,Horea,Q16425275,http://primariahorea.ro/,mailto:secretariat_horea@ab.e-adm.com,,,+40-258767334,,,,"str. Valea Arăzii, nr. 2 sat Horea"
1,ALBA,4927,Ighiu,Q16425280,https://www.comunaighiu.ro/,mailto:primariaighiu@yahoo.com,,,+40-258844103,,,,"Ighiu, Strada Principală, nr. 369"
1,ALBA,4981,Întregalde,Q16425283,http://primariaintregalde.ro/,mailto:intregalde@ab.e-adm.ro,,,+40-258855003,,,,"Localitatea INTREGALDE , nr.3 , Jud. ALBA , cod postal 517365"
1,ALBA,5103,Jidvei,Q16425286,https://primariajidvei.ro/,mailto:contact@primariajidvei.ro,,,+40-258881270,,,,"Com. Jidvei, Sat Jidvei, str. Perilor, nr. 15, Judetul Alba"
1,ALBA,5167,Livezile,Q16425290,http://primarialivezile.ro/,mailto:primaria@primarialivezile.ro,,,+40-258868120,,,,"Str. Principală, Nr.59, loc. Livezile"
1,ALBA,5210,Lopadea Nouă,Q16425294,http://www.primarialopadeanoua.ro,mailto:primaria.lopadeanoua@yahoo.com,,,+40-258875245,,,,"Com. Lopadea Noua, Sat Lopadea Noua nr. 282 Judet Alba"
1,ALBA,5309,Lunca Mureșului,Q12118816,https://www.lunca-muresului.ro/,mailto:primlunca@lunca-muresului.ro,,,+40-258878121,,,,"Localitatea Lunca Muresului, Str. Garii, Nr. 303"
1,ALBA,5336,Lupșa,Q12696316,http://www.primarialupsa.ro,mailto:primaria_lupsa@yahoo.com,,,+40-258897900,,,,"Lupșa, Nr. 1, Jud. Alba"
1,ALBA,5577,Meteș,Q16425301,https://www.primariametes.ro/,mailto:contact@primariametes.ro,,,+40-258849003,,,,"Jud. Alba, Comuna Meteș, Localitatea Meteș, Str. Principală, Nr. 43"
1,ALBA,5700,Mihalț,Q16425304,http://www.primariamihalt.ro,mailto:primaria@primariamihalt.ro,,,+40-258718101,,,,"Localitatea MIHALŢ, nr. 635, Cod poştal 517465"
1,ALBA,5755,Mirăslău,Q16425308,https://www.primariamiraslau.ro/,mailto:primaria.miraslau@yahoo.com,,,+40-358405066,,,,"Principală, nr. 283 Mirăslău, 517470, Judeţul Alba"
1,ALBA,5826,Mogoș,Q16425313,https://comunamogos.ro/,mailto:primariamogos@yahoo.com,,,+40-258700100,,,,"sat.Mogoș, nr.3A, cod poștal 517480, jud. Alba"
1,ALBA,6048,Noșlac,Q16425317,https://www.primarianoslac.ro/,mailto:contact@primarianoslac.ro,,,+40-258889101,,,,"Str.Principala, nr.78, judetul Alba"
1,ALBA,6119,Ocoliș,Q16425320,https://ocolis-ab.ro/,mailto:primariaocolis@yahoo.com,,,+40-258700888,,,,"Ocoliș, strada Principală, nr. 152, cod postal 517525"
1,ALBA,6164,Ohaba,Q16425324,http://www.primariaohaba.ro,mailto:primariaohaba_ab@yahoo.com,,,+40-258854511,,,,"Cod 517530, Comuna Ohaba, str.Viilor, nr. 188"
1,ALBA,6217,Pianu,Q182693,http://www.primariapianu.ro,mailto:primariacomuneipianu@yahoo.com,,,+40-258761111,,,,"strada Principală nr.94, Pianu de Sus, județul Alba"
1,ALBA,6271,Poiana Vadului,Q16425329,https://poianavadului.ro/,mailto:primaria@poianavadului.ro,,,+40-258701856,,,,Com. Poiana Vadului Sat Poiana Vadului nr. 27A Judet Alba
1,ALBA,6397,Ponor,Q16425333,https://www.comunaponor.ro/,mailto:primariaponor@yahoo.com,,,+40-258867503,,,,"Loc.Ponor, Sat Ponor, Nr.84Jud. Alba"
1,ALBA,6468,Poșaga,Q935480,https://comunaposaga.ro/,mailto:secretar@comunaposaga.ro,,,+40-258776024,,,,"Poşaga, sat. Poşaga de Jos, nr. 186, cod 517581"
1,ALBA,6547,Rădești,Q12147304,http://www.primariaradesti.ro,mailto:primaria.radesti@yahoo.ro,,,+40-258879491,,,,"Comuna Rădești, nr. 260, jud. Alba, C.P. 517585"
1,ALBA,6627,Râmeț,Q2285124,https://www.comunarimet.ro/,mailto:primariaramet2008@yahoo.com,,,+40-258880026,,,,"Rimet, str.Principala, nr.1"
1,ALBA,6592,Rimetea,Q16467066,https://www.primariarimetea.ro/,mailto:primaria_rimetea@yahoo.com,,,+40-258768001,,,,"Str.Principala nr.34, Com.Rimetea, Jud.Alba, Cod postal 517610"
1,ALBA,6930,Roșia de Secaș,Q12148995,https://www.rosiadesecas.ro/,mailto:primariarosia@yahoo.com,,,+40-258765705,,,,"Rosia de Secas, str. Principala nr. 458, cod postal 517640"
1,ALBA,6761,Roșia Montană,Q12148992,https://primariarosiamontana.ro/,mailto:primaria@primariarosiamontana.ro,,,+40-258783101,,,,"comuna Rosia Montana, sat Rosia Montana, nr. 184, judetul Alba,cod postal 517615"
1,ALBA,6976,Sălciua,Q766780,https://comunasalciua.ro/,mailto:primariasalciua@yahoo.com,,,+40-258788740,,,,"Salciua, nr.62, cod 517645"
1,ALBA,7044,Săliștea,Q16425339,https://comuna-salistea.ro/,mailto:primaria_salistea@yahoo.com,,,+40-258762101,,,,"Str. Joseni, nr. 447, sat Salistea, Comuna Salistea, cod postal: 517655, jud. Alba"
1,ALBA,7348,Sâncel,Q16425352,https://www.primariasincel.ro/,mailto:primariasincel@yahoo.com,,,+40-258885101,,,,"Loc. Sancel, Str. Mihai Eminescu, Nr.70, Jud. Alba, CP 517670"
1,ALBA,7384,Sântimbru,Q16425356,,,,,+40-258842101,,,,"Blajului, nr. 187,Județ: Alba"
1,ALBA,7099,Săsciori,Q16425343,http://www.comunasasciori.ro/,mailto:primariasasciori@yahoo.com,,,+40-258741110,,,,"Strada Principală 363, Săsciori CP 517660"
1,ALBA,7197,Scărișoara,Q16425349,https://scarisoara.ro/primaria/,mailto:primar@scarisoara.ro,,,+40-258778641,,,,"Scarisoara, nr.205, cod 517680"
1,ALBA,7810,Șibot,Q396988,https://primaria-sibot.ro/,mailto:primaria.sibot@yahoo.com,,,+40-258760101,,,,"Comuna Sibot, Strada Principala Nr.153, Cod Postal : 517750, Judetul Alba"
1,ALBA,7446,Sohodol,Q16425359,https://primariasohodol.ro/,mailto:primar@primariasohodol.ro,,,+40-358401598,,,,"Comuna Sohodol, Sat Sohodol Nr.1, Cod Postal : 517700"
1,ALBA,7865,Șona,Q4675794,https://comunasona.ro/,mailto:sona@ab.e-adm.ro,,,+40-258884080,,,,Strada Lunga Nr.2
1,ALBA,7945,Șpring,Q16425367,https://www.comunaspring.ro/,mailto:primariaspring@yahoo.com,,,+40-258765019,,,,"Comuna Șpring, Str. Doștatului, Nr. 94, Șpring, 517765 jud. Alba"
1,ALBA,7767,Stremț,Q16425363,http://www.primariastremt.ro,mailto:primaria_stremt@yahoo.com,,,+40-258848101,,,,"Stremt, nr.99, cod 517745"
1,ALBA,8014,Șugag,Q16425371,https://primariasugag.ro/,mailto:sugag@ab.e-adm.ro,,,+40-258746177,,,,"Valea Frumoasei Nr.180, Județul Alba – Cod Postal 517775, Localitate Sugag"
1,ALBA,8158,Unirea,Q16425375,https://www.primariaunireaalba.ro/,mailto:unirea@ab.e-adm.ro,,,+40-258876101,,,,"Unirea, Str. Muresului, Nr. 597, Jud. Alba"
1,ALBA,8229,Vadu Moților,Q12087211,https://vadumotilor.ro/,mailto:vadumotilor@yahoo.com,,,+40-258700239,,,,"Com. Vadu Moților, Sat Vadu Moților, nr. 1, județ Alba"
1,ALBA,8354,Valea Lungă,Q16425379,https://comunavalealunga.ro/,mailto:valealunga@ab.e-adm.ro,,,+40-258888102,,,,"Com. Valea Lungă, Sat Valea Lungă nr. 328 B Judet Alba"
1,ALBA,8425,Vidra,Q16425383,https://primariavidra-ab.ro/,mailto:primaria_vidra_ab@yahoo.com,,,+40-258786575,,,,"Sat Vidra, Nr.1, Cod Postal : 517825, Judetul Alba"
1,ALBA,8826,Vințu de Jos,Q16425386,https://vintudejos.ro/,mailto:vintudejos@ab.e-adm.ro,,,+40-258739234,,,,"Lucian Blaga, nr: 47"
2,ARAD,9262,Arad,Q173591,http://www.primariaarad.ro,mailto:pma@primariaarad.ro,,,+40-257281851,,,,Bulevardul Revoluţiei nr. 75
2,ARAD,9459,Chișineu-Criș,Q508670,https://primariachisineucris.ro/,mailto:primariachcris@yahoo.com,,,+40-257350098,,,,Strada Înfrățirii nr. 97
2,ARAD,9495,Curtici,Q850982,https://primariacurtici.ro/,mailto:secretariat@primariacurtici.ro,,,+40-257464004,,,,"str. PRIMĂRIEI, nr 47"
2,ARAD,9538,Ineu,Q835227,http://primariaineu.ro/,mailto:primaria@primariaineu.ro,,,+40-257511550,,,,"Str. Republicii, nr. 5 315300 Ineu"
2,ARAD,9574,Lipova,Q756598,https://www.primarialipova.ro/,mailto:contact@primarialipova.ro,,,+40-257561133,,,,"Str. N. Balcescu, nr. 26 Lipova, Jud. Arad"
2,ARAD,9627,Nădlac,Q508313,http://primaria-nadlac.ro/,mailto:office@primaria-nadlac.ro,,,+40-257474325,,,,"1 Decembrie nr.24, Nădlac, jud. Arad"
2,ARAD,9654,Pâncota,Q851021,https://primariapancota.ro/,mailto:primariapancota@artelecom.net,,,+40-257466301,,,,"Str. Tudor Vladimirescu, nr 69, loc. Pâncota, jud. Arad"
2,ARAD,11584,Pecica,Q276132,https://www.pecica.ro/,mailto:primaria@pecica.ro,,,+40-257468323,,,,"Str. 2; Nr. 150, oraş Pecica, judeţul Arad, Cod Poştal: 317235"
2,ARAD,12091,Sântana,Q275910,https://www.primariasantana.ro/ro/,mailto:contact@primariasantana.ro,,,+40-35710007,,,,"Muncii 120A, Sântana, 317280, Arad"
2,ARAD,9690,Sebiș,Q507846,http://primariasebis.ro/,mailto:primaria@primariasebis.ro,,,+40-257311008,,,,"Piaţa Tineretului, Nr.1, cod 315700, Sebiş, jud. Arad"
2,ARAD,9743,Almaș,Q857467,https://comuna-almas.ro/,mailto:primariaalmas@yahoo.com,,,+40-257313308,,,,"Almaș , nr. 605, com. Almaș, jud. Arad"
2,ARAD,9798,Apateu,Q16425390,http://www.apateu.ro/,mailto:primariaapateu@rdslink.ro,,,+40-257327301,,,,"Str. Principală, nr. 364, jud. Arad"
2,ARAD,9832,Archiș,Q12682828,https://archis-arad.ro/,mailto:primaria.archis@yahoo.com,,,+40-257323553,,,,"Str. Principală, Nr. 97, jud. Arad"
2,ARAD,10051,Bârsa,Q5060824,http://www.comunabirsa.ro/,mailto:primariabirsa@yahoo.com,,,+40-257321101,,,,"Str. Principală, Nr. 200, jud. Arad"
2,ARAD,10104,Bârzava,Q4798554,http://www.comunabarzava.ro/,mailto:primariabarzava@gmail.com,,,+40-257433108,,,,"Str. Principală, nr.314, jud. Arad"
2,ARAD,9887,Bata,Q5060807,https://www.primariabata.ro/,mailto:primariabata.bata@yahoo.ro,,mailto:primariabata@rdslink.ro,+40-257434701,,,,"Str. Principală, nr. 162, Bata 317020"
2,ARAD,9930,Beliu,Q5060686,https://beliu.ro/,mailto:primariabeliu@gmail.com,,,+40-257322239,,,,"Str. Principală, nr. 632, jud. Arad"
2,ARAD,10006,Birchiș,Q5061643,,mailto:primariabirchis@yahoo.com,,,+40-257434443,,,,"Str.Principală, nr. 162, Cod postal: 317050, Birchiş, Jud. Arad"
2,ARAD,10195,Bocsig,Q5062541,http://www.bocsig.ro/,mailto:primariabocsig@yahoo.com,,,+40-257325100,,,,"Str. Principala, nr.591, Cod Postal: 317055, jud. Arad"
2,ARAD,10239,Brazii,Q5060798,,mailto:braziiprimaria@yahoo.com,,,+40-257317508,,,,"Str. Principală, nr. 26 (Cod poștal: 317060), Județ: Arad,Romania"
2,ARAD,10293,Buteni,Q12085921,http://www.buteni.ro/,mailto:primariabuteni@yahoo.com,,,+40-257320129,,,,"Str Principală, nr.78, cod 317065, jud. Arad"
2,ARAD,10346,Cărand,Q5060774,http://comuna-carand.ro/,mailto:primariacarand@yahoo.com,,,+40-257321522,,,,"Str.Principală, Nr.71B, 317070, Loc.Cărand"
2,ARAD,10373,Cermei,Q12169862,http://comuna-cermei.ro/,mailto:contact@comuna-cermei.ro,,,+40-257328101,,,,"Cermei, nr. 304, judetul Arad, 317075"
2,ARAD,10417,Chisindia,Q5066826,http://comunachisindia.ro/,mailto:primariachisindia@yahoo.com,,,+40-257314105,,,,"Principală, nr. 191/A(Cod poștal: 317080), Județ: Arad,Romania"
2,ARAD,10453,Conop,Q5060726,https://www.primariaconop.ro/,mailto:primariaconop@yahoo.ro,,,+40-257433003,,,,"Str. Principală, nr. 4, cod poştal: 317085"
2,ARAD,10514,Covăsânț,Q3407527,https://www.primariacovasint.ro/,mailto:primariacovasint@gmail.com,,,+40-257385005,,,,"Loc. Covasânț, str.C.Micloși, Nr.23"
2,ARAD,10532,Craiva,Q5060755,https://primariacraiva.ro/wp/contact/,mailto:primariacraiva@gmail.com,,,+40-257324125,,,,"Localitatea CRAIVA, nr. 108, judetul ARAD"
2,ARAD,10649,Dezna,Q5060664,http://www.comunadezna.ro/,mailto:primariacomuneidezna@gmail.com,,,+40-257312664,,,,"Avram Iancu, nr. 63(Cod poștal: 317110), Județ: Arad,Romania"
2,ARAD,10701,Dieci,Q5062185,http://dieci-arad.blogspot.com/,mailto:primariadieci@gmail.com,,,+40-257314408,,,,"Principală, nr. 139 A,Județ: Arad"
2,ARAD,12912,Dorobanți,Q5060517,https://comuna-dorobanti.ro/ro/bine-ati-venit/,mailto:primaria.dorobanti@gmail.com,,,+40-257535262,,,,"Comuna Dorobanți, str. Principală, nr. 410, județul Arad"
2,ARAD,9280,Fântânele,Q5056303,https://primariafantanele-arad.ro/,mailto:primaria.fantanele@yahoo.com,,,+40-257456196,,,,"Principală, nr. 115,Județ: Arad"
2,ARAD,10827,Felnac,Q5056375,http://primaria-felnac.ro/,mailto:primariafelnac@yahoo.com,,,+40-257411101,,,,"Felnac nr. 330, judetul Arad"
2,ARAD,12920,Frumușeni,Q5061620,https://www.frumuseni.ro/,mailto:contact@frumuseni.ro,,,+40-257455250,,,,"Frumuseni, nr. 379, Jud. Arad Romania, Cod Postal: 317122"
2,ARAD,10872,Ghioroc,Q5056328,https://www.primariaghioroc.ro/,mailto:primariaghioroc@gmail.com,,,+40-257461101,,,,"Loc. Ghioroc Str. 23 August, Nr. 89"
2,ARAD,10916,Grăniceri,Q12097600,http://www.graniceri.ro/,,,,+40-257353011,,,,"Principală, nr. 10(Cod poștal: 317140), Județ: Arad,Romania"
2,ARAD,10943,Gurahonț,Q5061572,https://www.gurahont.ro/,mailto:primariagurahont@yahoo.com,,,+40-257316602,,,,"Str. Avram Iancu, nr. 29, Cod poştal: 317145"
2,ARAD,11174,Hălmăgel,Q5060740,https://halmagel.ro/,mailto:primariahalmagel@artelecom.net,,,+40-257319621,,,,"COMUNA HĂLMĂGEL NR. 1/A, jud. Arad"
2,ARAD,11058,Hălmagiu,Q12724863,https://www.primariahalmagiu.ro/,mailto:primariahalmagiu@yahoo.com,,,+40-357405092,,,,"Str. PRIMARIEI, Nr. 9, HĂLMAGIU"
2,ARAD,11236,Hășmaș,Q10765984,https://comunahasmas.ro/,mailto:primariahasmas@gmail.com,,,+40-257321777,,,,"str. Principală, nr. 216, Hăşmaş, 317185, jud. Arad"
2,ARAD,11307,Ignești,Q5061552,https://primariaignesti.ro/,mailto:primaria.ignesti@yahoo.com,,,+40-257315555,,,,"str Principala, nr 24, judetul Arad Cod postal: 317195"
2,ARAD,11352,Iratoșu,Q5060876,https://iratosu.ro/,mailto:primaria_iratosu@yahoo.com,,,+40-257454101,,,,"Strada Principală, nr. 1, județul Arad"
2,ARAD,9333,Livada,Q12119542,https://livada-arad.ro/,mailto:primariacomuneilivada@yahoo.com,,,+40-257381055,,,,"loc. Livada, nr. 355, com. LIVADA, jud. ARAD"
2,ARAD,11398,Macea,Q12122019,https://macea.ro/,mailto:primaria.macea@gmail.com,,,+40-257536101,,,,"Str. Principală, nr.262 cod postal: 317210 Arad"
2,ARAD,11423,Mișca,Q5063311,https://misca.ro/,mailto:primaria_misca@yahoo.com,,,+40-257354140,,,,"Loc. Misca ,Str. Principala Nr. 116, Jud. Arad"
2,ARAD,11478,Moneasa,Q12124463,https://primariamoneasa.ro/,mailto:primariamoneasa@gmail.com,,,+40-257313115,,,,"Moneasa, str. Principala, nr.72, 317220, jud. Arad"
2,ARAD,11502,Olari,Q12135529,http://www.comunaolari.ro/,mailto:primaria_olari@yahoo.com,,,+40-257377132,,,,"str. Narciselor, nr. 21 Judetul Arad"
2,ARAD,11539,Păuliș,Q5064140,https://www.paulis.ro/,mailto:primariapaulis@gmail.com,,,+40-257388101,,,,"Loc. Paulis Nr. 1, jud. ARAD"
2,ARAD,11637,Peregu Mare,Q12139552,http://primariaperegumare.ro/,mailto:primariaperegulmare@yahoo.com,,,,,,,"str. Principală, nr. 137, județul Arad"
2,ARAD,11664,Petriș,Q5064094,http://www.comunapetris.ro/,mailto:contact@comunapetris.ro,,mailto:secretariat@comunapetris.ro,+40-257433800,,,,"Strada XXX, nr. 253, Petriș, Arad"
2,ARAD,11735,Pilu,Q5062839,http://www.comunapilu.ro/,mailto:primaria@comunapilu.ro,,mailto:primar@comunapilu.ro,+40-257353818,,,,"Pilu, nr. 69, jud. Arad, 317255"
2,ARAD,11762,Pleșcuța,Q1895138,http://www.plescuta.ro/,mailto:primariaplescuta@yahoo.com,,,+40-257318093,,,,"Str. Principala, nr. 82, jud. Arad, 317260"
2,ARAD,12144,Șagu,Q5063328,https://primariasagu.ro/,mailto:contact@primariasagu.ro,,mailto:primariasagu@inext.ro,+40-257418101,,,,"Sagu, Nr.219, Judetul Arad"
2,ARAD,11842,Săvârșin,Q1022795,https://primariasavarsin.ro/,mailto:primariasavarsin@yahoo.com,,,+40-257557270,,,,"Loc.Săvârşin, Str.Principală, Nr.37, jud. Arad, 317270"
2,ARAD,11940,Secusigiu,Q5060148,https://www.primariasecusigiuar.ro/,mailto:primariasecusigiu@yahoo.com,,,+40-257411320,,,,"str. Principală, nr. 275 Secusigiu, 317285 jud. Arad"
2,ARAD,12206,Șeitin,Q5063640,http://primariaseitin.ro/,mailto:primaria.seitin@yahoo.com,,,+40-257415114,,,,"Revoluţiei, nr. 47, jud. Arad, 317315"
2,ARAD,11995,Seleuș,Q5063279,https://comuna-seleus.ro/,mailto:primseleus@gmail.com,,,+40-25732910,,,,"Str. Principală, nr. 200, Seleuș, jud. Arad"
2,ARAD,12037,Semlac,Q5059753,https://www.semlac.ro/,mailto:primaria@semlac.ro,,,+40-257534102,,,,"Semlac, nr. 656, judetul Arad"
2,ARAD,12224,Șepreuș,Q5063655,https://sepreus.ro/,mailto:primariasepreus@gmail.com,,,+40-257356262,,,,"Str.Piaţa Rebeliunii,nr.1"
2,ARAD,12242,Șicula,Q5068791,https://sicula.ro/,mailto:primariasicula@yahoo.com,,,+40-257326008,,,,"Str.Principala, Nr.200, C.P. 317325, Jud.Arad"
2,ARAD,12288,Șilindia,Q5055843,https://www.comunasilindia.ro/,mailto:primariasilindia@gmail.com,,,+40-257372700,,,,"Silindia, Nr. 384, jud. Arad"
2,ARAD,12340,Șimand,Q5054146,https://simand.ro/,mailto:info@simand.org,,,+40-257373118,,,,"ȘIMAND, NR. 1119, jud. Arad, 317335"
2,ARAD,12055,Sintea Mare,Q5062733,https://sintea-mare.ro/,mailto:primaria@sintea-mare.ro,,,+40-257357101,,,,"Sintea Mare, nr. 228, 317300 – județul Arad"
2,ARAD,12368,Șiria,Q12712948,https://primariasiria.ro/,mailto:registratura@primariasiria.ro,,mailto:registratura@primariasiria.ro,+40-257531101,,,,"Şiria, Strada Regiment 85 infanterie, nr 184, Judeţul Arad"
2,ARAD,12402,Șiștarovăț,Q5054704,https://www.primariasistarovat.ro/,mailto:primariasistarovat@gmail.com,,,+40-371125615,,,,"Loc. Şiştarovăţ, Str.Principală, Nr.116 317345, jud. Arad"
2,ARAD,12126,Socodor,Q5062134,https://socodor.ro/,mailto:socodor@gmail.com,,,+40-257358100,,,,"str. Principală, nr. 1, cod poștal 317305, județul Arad"
2,ARAD,9360,Șofronea,Q5054723,https://www.primaria-sofronea.ro/,mailto:primaria_sofronea@yahoo.com,,,+40-257416100,,,,"str. Principala, nr.187 Şofronea, 317350"
